Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
3-carat-pear-cut-diamond-pendant-necklace-in-14k-gold-with-igi-certification-white-yellow-rose-gold,,,,,,,,,rose-gold,,,4,,,,,,0.0,shopify,10,deny,manual,1450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_1.png?v=1760585946,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.819.png?v=1760585946,g,,,
3-carat-pear-cut-diamond-pendant-necklace-in-14k-gold-with-igi-certification-white-yellow-rose-gold,,,,,,,,,rose-gold,,,5,,,,,,0.0,shopify,10,deny,manual,1600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.670.png?v=1760585946,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.819.png?v=1760585946,g,,,
3-carat-pear-cut-diamond-pendant-necklace-in-14k-gold-with-igi-certification-white-yellow-rose-gold,,,,,,,,,yellow-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.673.png?v=1760585946,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.817.png?v=1760585946,g,,,
3-carat-pear-cut-diamond-pendant-necklace-in-14k-gold-with-igi-certification-white-yellow-rose-gold,,,,,,,,,yellow-gold,,,4,,,,,,0.0,shopify,10,deny,manual,1450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.684.png?v=1760585946,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.817.png?v=1760585946,g,,,
3-carat-pear-cut-diamond-pendant-necklace-in-14k-gold-with-igi-certification-white-yellow-rose-gold,,,,,,,,,yellow-gold,,,5,,,,,,0.0,shopify,10,deny,manual,1600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.692.png?v=1760585946,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.817.png?v=1760585946,g,,,
3-carat-pear-cut-diamond-pendant-necklace-in-14k-gold-with-igi-certification-white-yellow-rose-gold,,,,,,,,,silver,,,3,,,,,,0.0,shopify,10,deny,manual,1200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.701.png?v=1760585946,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.818.png?v=1760585946,g,,,
3-carat-pear-cut-diamond-pendant-necklace-in-14k-gold-with-igi-certification-white-yellow-rose-gold,,,,,,,,,silver,,,4,,,,,,0.0,shopify,10,deny,manual,1450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/PicsArt_11-04-03.04.31.jpg?v=1760585946,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.818.png?v=1760585946,g,,,
3-carat-pear-cut-diamond-pendant-necklace-in-14k-gold-with-igi-certification-white-yellow-rose-gold,,,,,,,,,silver,,,5,,,,,,0.0,shopify,10,deny,manual,1600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.819.png?v=1760585946,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.818.png?v=1760585946,g,,,
3-carat-pear-cut-diamond-pendant-necklace-in-14k-gold-with-igi-certification-white-yellow-rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8.817.png?v=1760585946,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,14K Marquise Cut Lab-Grown Diamond Pendant | IGI Certified | 3 Carat,"<p data-start=""864"" data-end=""1131"">Elevate your look with our <strong data-start=""891"" data-end=""933"">Marquise Cut Lab-Grown Diamond Pendant</strong>, a symbol of sophistication and grace. Crafted in <strong data-start=""984"" data-end=""1002"">14K solid gold</strong> and weighing <strong data-start=""1016"" data-end=""1027"">3 grams</strong>, this pendant showcases a <strong data-start=""1054"" data-end=""1086"">3-carat marquise-cut diamond</strong> that radiates brilliance from every angle.</p>
<p data-start=""1133"" data-end=""1324"">Each diamond is <strong data-start=""1149"" data-end=""1162"">lab-grown</strong>, ensuring ethical sourcing and exceptional sparkle identical to mined diamonds. The piece is <strong data-start=""1256"" data-end=""1273"">IGI certified</strong>, guaranteeing authenticity and superior quality.</p>
<p data-start=""1326"" data-end=""1603"">Available in <strong data-start=""1339"" data-end=""1354"">Yellow Gold</strong>, <strong data-start=""1356"" data-end=""1370"">White Gold</strong>, and <strong data-start=""1376"" data-end=""1389"">Rose Gold</strong>, this pendant complements every style — from modern minimalism to classic elegance. Whether it’s a thoughtful gift or a statement addition to your jewelry collection, this pendant defines luxury with conscience.</p>
<p data-start=""1605"" data-end=""1620""><strong data-start=""1605"" data-end=""1618"">Features:</strong></p>
<p data-start=""1623"" data-end=""1652"">Gold Purity: 14K Solid Gold</p>
<p data-start=""1655"" data-end=""1677"">Gold Weight: 3 grams</p>
<p data-start=""1680"" data-end=""1718"">Diamond Weight: 3 Carats (Lab-Grown)</p>
<p data-start=""1721"" data-end=""1750"">Diamond Shape: Marquise Cut</p>
<p data-start=""1753"" data-end=""1783"">Certification: IGI Certified</p>
<p data-start=""1786"" data-end=""1830"">Available Colors: Yellow, White, Rose Gold</p>
<p data-start=""1833"" data-end=""1863"">Hypoallergenic &amp; Sustainable</p>",Surat Diamond,Apparel & Accessories > Jewelry > Charms & Pendants,"","",true,Metal,yellow-gold,product.metafields.shopify.color-pattern,Carat,3,,,,,,0.0,shopify,10,deny,manual,1200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.812.png?v=1760585217,1,"",false,,,,,,,,,,,,,,,,adults,,yellow-gold; rose-gold; silver,,gold; diamond,fine-jewelry,,,,female,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.811.png?v=1760585217,g,,,active
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,,,,,,,,,yellow-gold,,,4,,,,,,0.0,shopify,10,deny,manual,1450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_1.png?v=1760585217,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.811.png?v=1760585217,g,,,
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,,,,,,,,,yellow-gold,,,5,,,,,,0.0,shopify,10,deny,manual,1600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.667.png?v=1760585217,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.811.png?v=1760585217,g,,,
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,,,,,,,,,rose-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.641.png?v=1760585217,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.813.png?v=1760585217,g,,,
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,,,,,,,,,rose-gold,,,4,,,,,,0.0,shopify,10,deny,manual,1450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.661.png?v=1760585217,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.813.png?v=1760585217,g,,,
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,,,,,,,,,rose-gold,,,5,,,,,,0.0,shopify,10,deny,manual,1600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.664.png?v=1760585217,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.813.png?v=1760585217,g,,,
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,,,,,,,,,silver,,,3,,,,,,0.0,shopify,10,deny,manual,1200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.647.png?v=1760585217,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.812.png?v=1760585217,g,,,
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,,,,,,,,,silver,,,4,,,,,,0.0,shopify,10,deny,manual,1450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/PicsArt_11-04-03.05.17.jpg?v=1760585217,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.812.png?v=1760585217,g,,,
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,,,,,,,,,silver,,,5,,,,,,0.0,shopify,10,deny,manual,1600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.811.png?v=1760585217,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.812.png?v=1760585217,g,,,
14k-marquise-cut-lab-grown-diamond-pendant-igi-certified-3-carat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7.813.png?v=1760585217,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-60-carat-lab-grown-diamond-twisted-band-engagement-ring-1ct-center-stone-0-60ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,"1.60 Carat Lab Grown Diamond Twisted Band Engagement Ring | 1ct Center Stone & 0.60ct Side Diamonds | 14K White, Yellow, or Rose Gold | IGI Certified","<p data-start=""483"" data-end=""664"">Embrace elegance and modern romance with this stunning <strong data-start=""538"" data-end=""599"">1.60 Carat Lab Grown Diamond Twisted Band Engagement Ring</strong> — a perfect blend of artistry, brilliance, and sustainability.</p>
<p data-start=""666"" data-end=""975"">At the heart of this masterpiece lies a dazzling <strong data-start=""715"" data-end=""754"">1.00-carat lab grown center diamond</strong>, surrounded by <strong data-start=""770"" data-end=""811"">0.60 carats of shimmering side stones</strong> that accentuate its brilliance. The <strong data-start=""848"" data-end=""871"">twisted band design</strong> adds a graceful, contemporary touch, symbolizing two lives beautifully intertwined in love and unity.</p>
<p data-start=""977"" data-end=""1270"">Expertly crafted in <strong data-start=""997"" data-end=""1015"">14K solid gold</strong> and available in <strong data-start=""1033"" data-end=""1064"">white, yellow, or rose gold</strong>, this ring has a <strong data-start=""1082"" data-end=""1117"">total gold weight of 4.00 grams</strong>, offering both luxury and lasting comfort. Each piece is <strong data-start=""1175"" data-end=""1192"">IGI certified</strong>, assuring premium quality, ethical sourcing, and exceptional craftsmanship.</p>
<p data-start=""1272"" data-end=""1432"">Perfect for engagements, anniversaries, or special celebrations, this <strong data-start=""1342"" data-end=""1381"">lab grown diamond twisted band ring</strong> radiates timeless beauty and responsible luxury.</p>
<p data-start=""1434"" data-end=""1453""><strong data-start=""1434"" data-end=""1451"">Key Features:</strong></p>
<p data-start=""1456"" data-end=""1498"">💎 <strong data-start=""1459"" data-end=""1484"">Total Diamond Weight:</strong> 1.60 Carats</p>
<p data-start=""1501"" data-end=""1552"">💍 <strong data-start=""1504"" data-end=""1521"">Center Stone:</strong> 1.00 Carat Lab Grown Diamond</p>
<p data-start=""1555"" data-end=""1592"">✨ <strong data-start=""1557"" data-end=""1573"">Side Stones:</strong> 0.60 Carat Total</p>
<p data-start=""1595"" data-end=""1645"">🔄 <strong data-start=""1598"" data-end=""1609"">Design:</strong> Twisted Band with Diamond Accents</p>
<p data-start=""1648"" data-end=""1713"">🧾 <strong data-start=""1651"" data-end=""1669"">Certification:</strong> IGI (International Gemological Institute)</p>
<p data-start=""1716"" data-end=""1773"">🌿 <strong data-start=""1719"" data-end=""1736"">Diamond Type:</strong> Lab Grown (Ethical &amp; Eco-Friendly)</p>
<p data-start=""1776"" data-end=""1841"">🪞 <strong data-start=""1779"" data-end=""1797"">Metal Options:</strong> 14K White Gold, Yellow Gold, or Rose Gold</p>
<p data-start=""1844"" data-end=""1882"">⚖️ <strong data-start=""1847"" data-end=""1869"">Total Gold Weight:</strong> 4.00 Grams</p>
<p data-start=""1885"" data-end=""1950"">🎁 <strong data-start=""1888"" data-end=""1904"">Perfect For:</strong> Engagements, Anniversaries, or Luxury Gifts</p>",Surat Diamond,Apparel & Accessories > Jewelry > Rings,"","",true,Color,rose-gold,product.metafields.shopify.color-pattern,Carat,1,,,,,,0.0,shopify,10,deny,manual,1399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_3.jpg?v=1760575308,1,"",false,,,,,,,,,,,,,,,,adults,,rose-gold; yellow-gold; silver,,gold; diamond,fine-jewelry,band; solitaire,,,female,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_1.jpg?v=1760575308,g,,,active
1-60-carat-lab-grown-diamond-twisted-band-engagement-ring-1ct-center-stone-0-60ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,,,,,,,,,rose-gold,,,2,,,,,,0.0,shopify,10,deny,manual,1599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_5.jpg?v=1760575308,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_1.jpg?v=1760575308,g,,,
1-60-carat-lab-grown-diamond-twisted-band-engagement-ring-1ct-center-stone-0-60ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,,,,,,,,,rose-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1799.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_9.jpg?v=1760575308,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_1.jpg?v=1760575308,g,,,
1-60-carat-lab-grown-diamond-twisted-band-engagement-ring-1ct-center-stone-0-60ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,1399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_1.jpg?v=1760575308,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_2.jpg?v=1760575308,g,,,
1-60-carat-lab-grown-diamond-twisted-band-engagement-ring-1ct-center-stone-0-60ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,1599.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_2.jpg?v=1760575308,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_2.jpg?v=1760575308,g,,,
1-60-carat-lab-grown-diamond-twisted-band-engagement-ring-1ct-center-stone-0-60ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,,,,,,,,,yellow-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_2.jpg?v=1760575308,g,,,
1-60-carat-lab-grown-diamond-twisted-band-engagement-ring-1ct-center-stone-0-60ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,1399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_3.jpg?v=1760575308,g,,,
1-60-carat-lab-grown-diamond-twisted-band-engagement-ring-1ct-center-stone-0-60ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,1599.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_3.jpg?v=1760575308,g,,,
1-60-carat-lab-grown-diamond-twisted-band-engagement-ring-1ct-center-stone-0-60ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,,,,,,,,,silver,,,3,,,,,,0.0,shopify,10,deny,manual,1799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/91_3.jpg?v=1760575308,g,,,
1-40-carat-marquise-lab-grown-diamond-halo-engagement-ring-1ct-center-stone-0-40ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,"1.40 Carat Marquise Lab Grown Diamond Halo Engagement Ring | 1ct Center Stone & 0.40ct Side Diamonds | 14K White, Yellow, or Rose Gold | IGI Certified","<p data-start=""438"" data-end=""606"">Radiate timeless elegance with this <strong data-start=""474"" data-end=""536"">1.40 Carat Marquise Lab Grown Diamond Halo Engagement Ring</strong>, expertly crafted to capture light and admiration from every angle.</p>
<p data-start=""608"" data-end=""921"">The ring features a dazzling <strong data-start=""637"" data-end=""679"">1.00-carat marquise-cut center diamond</strong>, framed by a halo of brilliant <strong data-start=""711"" data-end=""739"">0.40-carat side diamonds</strong> for extra sparkle and sophistication. Each diamond is <strong data-start=""794"" data-end=""807"">lab grown</strong>, offering the same beauty, fire, and durability as mined diamonds — with a more sustainable and ethical origin.</p>
<p data-start=""923"" data-end=""1215"">Meticulously set in <strong data-start=""943"" data-end=""955"">14K gold</strong> (available in <strong data-start=""970"" data-end=""1011"">white gold, yellow gold, or rose gold</strong>), the ring has a <strong data-start=""1029"" data-end=""1064"">total gold weight of 3.20 grams</strong>, giving it a luxurious yet comfortable feel. The design is <strong data-start=""1124"" data-end=""1141"">IGI certified</strong>, guaranteeing the quality, authenticity, and brilliance of every stone.</p>
<p data-start=""1217"" data-end=""1372"">Whether you’re celebrating love, commitment, or a milestone, this exquisite <strong data-start=""1293"" data-end=""1323"">marquise halo diamond ring</strong> is the perfect expression of forever elegance.</p>
<p data-start=""1374"" data-end=""1393""><strong data-start=""1374"" data-end=""1391"">Key Features:</strong></p>
<p data-start=""1396"" data-end=""1438"">💎 <strong data-start=""1399"" data-end=""1424"">Total Diamond Weight:</strong> 1.40 Carats</p>
<p data-start=""1441"" data-end=""1492"">💍 <strong data-start=""1444"" data-end=""1461"">Center Stone:</strong> 1.00 Carat Lab Grown Diamond</p>
<p data-start=""1495"" data-end=""1532"">✨ <strong data-start=""1497"" data-end=""1513"">Side Stones:</strong> 0.40 Carat Total</p>
<p data-start=""1535"" data-end=""1600"">🧾 <strong data-start=""1538"" data-end=""1556"">Certification:</strong> IGI (International Gemological Institute)</p>
<p data-start=""1603"" data-end=""1670"">🌿 <strong data-start=""1606"" data-end=""1623"">Diamond Type:</strong> Lab Grown (Eco-Friendly &amp; Ethically Sourced)</p>
<p data-start=""1673"" data-end=""1738"">🪞 <strong data-start=""1676"" data-end=""1694"">Metal Options:</strong> 14K White Gold, Yellow Gold, or Rose Gold</p>
<p data-start=""1741"" data-end=""1779"">⚖️ <strong data-start=""1744"" data-end=""1766"">Total Gold Weight:</strong> 3.20 Grams</p>
<p data-start=""1782"" data-end=""1838"">💫 <strong data-start=""1785"" data-end=""1796"">Design:</strong> Marquise Cut with Halo and Diamond Band</p>
<p data-start=""1841"" data-end=""1908"">🎁 <strong data-start=""1844"" data-end=""1860"">Perfect For:</strong> Engagement, Anniversary, or Special Occasions</p>",Surat Diamond,Apparel & Accessories > Jewelry > Rings,"","14k_bracelet, Anniversary_Gift, Gift_for_her",true,Metal,rose-gold,product.metafields.shopify.color-pattern,Carat,1,,,,,,0.0,shopify,10,deny,manual,1199.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_1_d95d78da-8b58-4f96-b06d-bbe5a74eaa35.jpg?v=1760574743,1,"",false,,,,,,,,,,,,,,,,adults,,rose-gold; yellow-gold; silver,,diamond; gold,fine-jewelry,solitaire; band,,,female,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_3_3941a499-7785-480d-8c68-4f606058c390.jpg?v=1760574743,g,,,active
1-40-carat-marquise-lab-grown-diamond-halo-engagement-ring-1ct-center-stone-0-40ct-side-diamonds-14k-white-yellow-or-rose-gold-igi-certified,,,,,,,,,rose-gold,,,2,,,,,,0.0,shopify,10,deny,manual,1399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_6_852c2086-455c-47c7-ab3e-a7c2929ec418.jpg?v=1760574743,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_3_3941a499-7785-480d-8c68-4f606058c390.jpg?v=1760574743,g,,,
